lemma,grammar_gloss,meaning_en,meaning_pl
stydziar,"(v, 2)","practise, study","ćwiczyć, studiować"
stydzięć,(m),student,student
styl,(m),style,styl
stypendium,(n),scholarship,stypendium
stytuł,(m),subtitle,"podtytuł, napis"
subtyły,(adj),subtle,subtelny
suj,(f),swine,"świnia, dzik"
sul,(m),sun,słońce
sultarzy,(adj),lonely,samotny
sultydzień,(f),loneliness,samotność
sułacz,(n),"relief, comfort",pociecha
sułar,"(v, 1)",soothe,pocieszyć
sułarnik,(m),sunflower,słonecznik
sułarzy,(adj),sunny,słoneczny
sułodziefięca,(f),self-defence,samoobrona
sułowad,(m),car,"samochód, auto"
sułowół,(m),airplane,samolot
suły,(adj),"self, same",sam
suma,(f),sum,suma
sunar,"(v, 1)",sound,brzmieć
sunury,(adj),loud,głośny
supranaconały,(adj),supranational,supranacjonalny
sur,(prep +1),on,na
sur: sur wiecze,(adv),"for now, for the time being",na razie
surficz,(f),surface,powierzchnia
surjematy,(adj),beloved,ukochany
surkętrarz,(prep +3),opposite,naprzeciwko
surmowiar,"(v, 4)","move, affect, touch",wzruszać
surmowięca,(f),"affection, emotion",wzruszenie
surposar,"(v, 1)",pass,"wyprzedzać, prześcigać"
surprzędzier,"(v, 7)","pick up, lift up",podnosić
surpunier (pp. surpusty),"(v, 7)","lay on, put on",nakładać
surściceń,(f),"prejudice, superstition","przesąd, zabobon"
surścicuzy,(adj),"prejudiced, superstitious","przesądny, zabobonny"
surtrar,(v. irr.),pull up,podciągać
surwiwier,"(v, 7)",survive,przeżyć
surwiżeń,(f),supervision,nadzór
surwołar,"(v, 1)",fly up,wzlecieć
sużec,(m),"lad, bloke, guy",facet
swawy,(adj),sweet,słodki
swej,(pron.poss.),his/her (own),swój
sydar,"(v, 1)",sweat,pocić się
sydórz,(m),sweat,pot
symfonia,(f),symphony,symfonia
sympatia,(f),sympathy,sympatia
sympatycy,(adj),sympathetic,sympatyczny
symptom,(m),symptom,symptom
syn,(m),son,syn
syntaks,(m),syntax,składnia
system,(n),system,system
syszek,(m),juice,sok
sytuaceń,(f),situation,sytuacja
szabloń,(f),template,szablon
szafa,(f),cupboard,szafa
szafir,(m),sapphire,szafir
szalik,(m),shawl,szalik
szampań,(m),champagne,szampan
szampon,(m),shampoo,szampon
szansa,(f),chance,szansa
szantaż,(m),blackmail,szantaż
szarar,"(v, 1)",sow,siać
szarm,(m),charm,urok
szarmęci,(adj),charming,uroczy
szata,(f),"bristle, brush",szczotka
Szatan,(m),Satan,Szatan
szczana,(f),scene,"widownia, scena"
szczas,(m),"success, good luck","powodzenie, sukces"
szczedzier sie (jelkój),"(v, 7)",be lucky,powodzić się
szczelesty,(adj),criminal,przestępczy
szczeleścista,(f),criminal,przestępca
szczelęci,(adj),excellent,wybitny
szczenicy,(adj),scenic,sceniczny
szczer,"(v, irr.)",know,wiedzieć
szczęca,(f),science,nauka
szczęciewki,(adj),scientific,naukowy
szczędzier,"(v, 5)",spare,oszczędzać
szczytar,"(v, 1)",excite,podniecać
szeczaśmy,(num),sixtieth,sześćdziesiąty
szeczęta,(num),sixty,sześćdziesiąt
szedziar (perf. siódszy),"(v, 4)",sit,siedzieć
szedziąd,(n),seat,siedzenie
szef,(m),"boss, chief",szef
szej,(num),six,sześć
szejczęcieśmy,(num),six hundredth,sześćsetny
szejczętór,(num),six hundred,sześćset
szejsprzedczy,(num),sixteen,szesnaście
szejsprzedzieśmy,(num),sixteenth,szesnasty
szekł,(n),century; age,wiek
szekwier (pp. siekity),"(v, 7)",follow,śledzić
szekwięca,(f),"order, sequence",kolejność
szekwięć,(prep +1),according to,według
szeł,(n),seal,pieczęć
szenierz,(m),mayor,burmistrz
szep,(f),fence,płot
szeptar,"(v, 1)",whisper,szeptać
szer,"(v, irr.)",be,być
szer: szer pocie,(adv),"maybe, perhaps",być może
szew,(adv),often,często
szkale,(f.pl.),stairs,schody
szkała,(f),step,schód
szkędzier,"(v, 7)",climb,spinać się
szkiepter,(m),sceptre,berło
szkłutar,"(v, 1)",sculpture,rzeźbić
szkłutera,(f),sculpture,rzeźba
szkłutórz,(m),sculptor,rzeźbiarz
szkoda,(intj),"too bad, what a pity",szkoda
szkodra,(f),team,"zespół, drużyna"
szkoła,(f),school,szkoła
szkołarz,(m),schoolboy,uczeń
szkon,(n),bench,ławka
szkotki,(f),Scottish,szkocki
szkuł,(m),"drain, sewer",ściek
szkułar,"(v, 1)",flow down,ściekać
szkutła,(f),"pan, bowl",miska
szmachar,"(v, 1)",caress,głaskać
szmata,(f),rag,szmata
szmugiel,(m),smuggling,przemyt
szmuglar,"(v, 2)",smuggle,przemycać
szmuglarz,(m),smuggler,przemytnik
szok,(m),shock,szok
szokar,"(v, 1)",shock,szokować
szósty,(num),sixth,szósty
szpac,(n),space,pomieszczenie; kosmos
szpada,(f),sword,miecz
szpata,(f),"sabre, sword",szabla
szpatła,(f),shoulder,ramię
szpolar sie (jelkoju),"(v, 2)",get rid of,pozbywać się
szpolaty (jelkoju),(adj),"deprived of, devoid of",pozbawiony
szponia,(f),sponge,gąbka
szpron,(m),spur,ostroga
szpuz,(m),husband,"małżonek, mąż"
szpuza,(f),wife,"małżonka, żona"
szpuzały,(adj),matrimonial,małżeński
szpuzar,"(v, 1)",marry,poślubić
szpuzaty,(adj),married,"żonaty, zamężny"
szukar (jelkoju),"(v, 1)",seek,szukać
szy,(conj),"if, as",czy; jeżeli
szybłar,"(v, 1)",hiss,syczeć
szyk,(adv),so,tak
szyk,(intj),yes,tak
szyleż,(conj),"or, in other words",czyli
szymla,(f),monkey,małpa
szyniar,"(v, 2)",mean,znaczyć
szyniewkar,"(v, 1)",signify,oznaczać
szyniewkęca,(f),meaning,znaczenie
szyń,(n),sign,znak
szyrena,(f),mermaid,syrena
ściemar,"(v, 1)",estimate,szacować
ściębłar,"(v, 1)",stimulate,stymułować
ściędzier (pf. ściądszy),"(v, 7)",spread,"rozkładać, rozprzestrzeniać"
ścięgwier,"(v, 7)",extinguish,gasić
ściępu,(prep +2),during,podczas
ściępu: ściępu kędy,(conj),while,podczas gdy
ścioła,(f),star,gwiazda
ścity,(adj),thirsty,spragniony
ściwy,(adj),summer,letni
śkierz,(m),axe,siekiera
śkit,(n),shield,tarcza
śleni,(adj),solemn,solenny
ślewańki,(adj),Slevanian,ślewański
ślęca,(f),silence,cisza
ślęci,(adj),silent,cichy
ślęć,(adv),silently,cicho
Ślęża,(f),Silesia,Śląsk
ślężany,(adj),Silesian,śląski
ślipońki,(adj),Xliponian,xlipoński
śniad,(m),faggot,pedał
śnistry,(adj),sinister,"złowieszny, ponury"
śpiecar,"(v, 1)",wait,czekać
śpieczalemięć,(adv),especially,"szczególnie, specjalnie"
śpieczały,(adj),special,szczególny
śpieczej,(f),sort,rodzaj
"śpieczymię, -mnie",(n),specimen; case,próbka; przypadek
śpiej,(f),hope,nadzieja
śpiekieł,(n),mirror,lustro
śpietał,(m),hospital,szpital
śpiędzier,"(v, 7)",spend,wydawać; spędzić
śpina,(f),thorn,"cierń, kolec"
śpiorar,"(v, 1)",hope,spodziewać się
śpioręca,(f),hope,nadzieja
śpiort,(m),ghost,"upiór, duch, widmo"
śpiortały,(adj),"spooky, ghostly",upiorny
śremuń,(m),sermon,kazanie
śreńtać,(f),serenity,"spokój, pogoda"
śrepięć,(f),"shrew, female","jędza, baba"
śrepiętar,"(v, 1)",squirm,pełzać
śrew,(m),slave,niewolnik
śrewica,(f),service,"służba, usługa"
śrewier,"(v, 5)",serve,służyć
śrewięci,(m),servant,"sługa, służący"
śrewtydzień,(f),slavery,niewolnictwo
śrony,(adj),serene,"spokojny, pogodny"
śrozy,(adj),serious,poważny
śruba,(f),screw,śruba
śrubotron,(m),screwdriver,śrubokręt
światy o,(adj),used to,przyzwyczajony do
świeczyda,(m),suicide,samobójstwo
świeszczer (pp. światy),"(v, 8)",accustom,przyzwyczajać
tableta,(f),pill,tabletka
taczar,"(v, 3)",be (keep) silent,milczeć
tajny,(adj),mysterious,tajemniczy
taksica,(f),taxi,taksówka
taksicarz,(m),taxi-driver,taksówkarz
takt,(m),tact,takt
talar,(m),thaler,talar
talar,"(v, 2)",cut,kroić
talent,(n),talent,talent
talentaty,(adj),talented,utalentowany
tałpa,(f),mole,kret
tały,(adj),such,taki
tampon,(m),tampon,tampon
tarblęci,(adj),turbulent,burzliwy
tarbłar,"(v, 1)",disturb,przeszkadzać
tarcina,(f),sandwich,"kanapka, kromka chleba"
tardy,(adj),late,późny
tardzu,(adv),later,później
tarterz,(m),turtledove,turkawka
taśma,(f),tape,taśma
tata,(m),daddy,tata
tawła,(f),table,stół
tąt,(adv),so many,tyle
tąt: tąt suł komód,,as much as,tyle samo jak
tążer,"(v, 7)",reach,sięgać
teatr,(n),theater,teatr
technicy,(adj),technical,techniczny
technika,(f),technic,technika
technologia,(f),technology,technologia
technologicy,(adj),technological,technologiczny
tekst,(m),text,tekst
teledysk,(m),video clip,teledysk
telefon,(n),telephone,telefon
telefonar,"(v, 1)",phone,telefonować
telekomunikaceń,(f),telecommunication,telekomunikacja
telewizórz,(m),television set,telewizor
telewiżeń,(f),television,telewizja
temperatera,(f),temperature,temperatura
tenis,(m),tennis,tenis
tenor,(m),tenor,tenor
teolog,(m),theologist,teolog
teologia,(f),theology,teologia
teologicy,(adj),theological,teologiczny
teoretycy,(adj),theoretical,teoretyczny
teoria,(f),theory,teoria
teren,(n),terrain,teren
terror,(m),terror,terror
terroryski,(adj),terrorist,terrorystyczny
terrorysta,(m),terrorist,terrorysta
terytoriały,(adj),territorial,terytorialny
terytorium,(n),territory,terytorium
tęban,(m),drum,bęben
tęk,(adv),then,wtedy
tkorar,"(v, 1)",decorate,dekorować
tkoruzy,(adj),fine,"piękny, świetny"
tkórz,(m),scenery,sceneria
tniar,"(v, irr.)",hold,trzymać
toaleta,(f),toilet,toaleta
toc,(m),touch,dotyk
tocharki,(adj),Tocharian,tocharski
toler,"(v, 7)","endure, stand",znosić
ton,(m),ton,tona
topier,"(v, 5)",melt,"topić, roztapiać"
tosk,(n),poison,"jad, trucicna"
toski,(adj),poisonous,"jadowity, trujący"
tost,(conj),"as, as soon as",skoro
toszkar,"(v, 1)",touch,dotykać
totały,(adj),total,totalny
towrzana,(f),"tavern, bar",karczma
tpięci,(adj),tepid,letni
tradyceń,(f),translation,"przekład, tłumaczenie"
tradyczer,"(v, 7)",translate,tłumaczyć
tradziceń,(f),tradition,tradycja
tradziconały,(adj),traditional,tradycjonalny
tradzier,"(v, 7)",betray,zdradzać
trafędzier,"(v, 7)",pour over,przelewać
tragedia,(f),tragedy,tragedia
tragicy,(adj),tragic,tragiczny
tramwaj,(m),tram,tramwaj
transport,(m),transport,transport
transwestyt,(m),transvestite,transwestyt
trar,"(v, irr.)",pull,ciągnąć
trasa,(f),"route, track","trasa, szlak"
trasfiaraceń,(f),transfer,przeniesienie
trasfiarar,"(v, 1)",transfer,przenieść
traskrzywier,"(v, 7)",transcribe,transkrybować
trasparzęci,(adj),transparent,"przejrzysty, przezroczysty"
trasprotar,"(v, 1)",transport,przewozić
traspunier (pp. traspusty),"(v, 7)",displace,przemieszczać
traszczędzier,"(v, 7)",transcend,wykraczać
trawrzosar,"(v, 1)",traverse,"przebywać, przejeżdżać"
traz,(prep +1),beyond,"poza, po tamtej stronie"
traziceń,(f),transition,przejście
trazmędar,"(v, 1)",pass over,przekazywać
trazmiecier,"(v, irr.)","transmit, broadcast","rozgłaszać, transmitować"
trazmieżeń,(f),"transmission, broadcast",transmisja
trąbica,(f),trumpet,trąbka
trąbuna,(f),trombone,puzon
trąć,(adv),still,wciąż
trąk,(m),torso,tułów
trąkar,"(v, 1)","cut off, truncate","ścinać, okrawać"
trąkiltać,(f),rest,spokój
trąkiły,(adj),quiet,spokojny
tren,(m),train,pociąg
triumf,(m),triumph,triumf
triumfar,"(v, 1)",triumph,triumfować
troc,(m),track,tor
trocar,"(v, 1)",treat,traktować
trocórz,(m),traitor,zdrajca
"trok, -ie",(m),torc,naszyjnik
trokwiar,"(v, 4)",turn,"obracać, zwracać, kręcić"
trolejbus,(m),trolleybus,trolejbus
tron,(m),throne,tron
tronar,"(v, 1)",turn,kręcić
trot,(m),"wrong, harm",krzywda
trów,(adv),too,zbyt
trybuna,(f),tribune,trybuna
tryca,(f),trout,pstrąg
trze,(num),three,trzy
trzeb,(m),tribe,plemię
trzebdar,"(v, 1)",fear,bać się
trzecy,(num),third,trzeci
trzeczęcieśmy,(num),three hundredth,trzysetny
trzeczęta,(num),three hundred,trzysta
trzefól,(n),clover,koniczyna
trzemier,"(v, 7)",vibrate,drgać
trzemnar,"(v, 2)",terminate,zakończyć
trzemórz,(m),tremor,dreszcz
trzesprzedczy,(num),thirteen,trzynaście
trzesprzedzieśmy,(num),thirteenth,trzynasty
trzew,(m),deer,jeleń
trzeżar,"(v, 4)",clean up,"sprzątać, czyścić"
trzębłar,"(v, 1)","tremble, trill",drżeć
trzęta,(num),thirty,trzydzięsci
trzozy,(adj),clean,czysty
trzybłar,"(v, 1)","tease, torment","drażnić, dręczyć, docinać"
trzyjaśmy,(num),thirtieth,trzydziesty
trzyk,(m),trick,sztuczka
trzypły,(adj),triple,potrójny
trzyści,(adj),sad,smutny
trzyścieca,(f),sadness,smutek
trzytek,(m),wheat,pszenica
tuba,(f),tuba,tuba
tuci,(pron.ind.),everyone,wszyscy
tun,(m),"tone, pitch","ton, dźwięk"
tunel,(m),tunnel,tunel
tur,(m),bull,byk
turbulęca,(f),turbulence,burzliwość
turyski,(adj),tourist,turystyczny
turysta,(f),tourist,turysta
turystyka,(f),tourism,turystyka
turz,(f),tower,wieża
tut,(pron.ind.),everything,wszystko
tut: tut wyn,(adv),no matter what,wszystko jedno
tutamięć,(adv),"entirely, all","całkiem, całkowicie"
Tutomąd,(m),universe,Wszechświat
tuty,(adj),entire; (pl.) all,cały
tuw,(m),"pipe, tube",rura
"twej, twa",(pron.poss.),your (sg.),twój
"ty (ciej, ci, cie)",(pron.pers.),you (sg.),ty
tycica,(f),caressment,pieszczota
tygrys,(m),tiger,tygrys
typ,(n),type,typ
typicy,(adj),typical,typowy
tyran,(m),tyrant,tyran
tyrania,(f),tyranny,tyrania
tytar,"(v, 1)",caress,pieścić
tytuł,(m),title,tytuł
u,(conj),or,"albo, lub"
ubikaceń,(f),toilet,ubikacja
ucier,(m),womb,macica
ucórkar,"(v, 1)","create, make",stwarzać
ucórz,(m),maker,twórca
uczół,(m),bird,ptak
udamięć,(adv),willingly,chętnie
udy,(adj),willing,chętny
udzęca,(f),audience,publiczność
udzier,"(v, 5)",hear,słuchać
udzu,(adv),rather,raczej
ugust,(m),August,sierpień
ukraińki,(adj),Ukrainian,ukraiński
ulica,(f),pan,garnek
uła,(f),pan,garniec
umiętar,"(v, 1)",augment,powiększać
umilar,"(v, 2)",humiliate,"upokarzać, poniżać"
umileceń,(f),humiliation,upokorzenie
umiły,(adj),humble,pokorny
unień,(f),union,"unia, związek"
unień: unień profieszonała,,trade union,związek zawodowy
uniwersały,(adj),universal,uniwersalny
uniwersytać,(f),university,uniwersytet
ur,(n),gold,złoto
ura,(f),hour,godzina
uraceń,(f),prayer,modlitwa
urar,"(v, 1)",pray,modlić się
urbany,(adj),"urban, pertaining to the city",miejski
urdza,(f),"bad smell, stink",smród
urdzar,"(v, 2)",stink,śmierdzieć
urłój,(m),clock,żegar
urura,(f),dawn,"świt, brzask"
uryna,(f),urine,uryna
urynar,"(v, 1)",urinate,urynować
"urzała, -ele",(f),border,granica
urzy,(adj),golden,złoty
urzykła,(f),ear,ucho
uszcz,(n),door,drzwi
uszkiełtar,"(v, 1)",listen,słuchać
uślerzy,(adj),auxiliary,pomocniczy
uta,(conj),but,ale
uten,(m),autumn,jesień
uz,(n),courage,odwaga
uzar,"(v, 1)",dare,"śmieć, ośmielić się"
w,(part),let (optative/imperative particle),niech
wad,(n),path,"szlak, ścieżka"
wagabąd,(m),"hobo, vagabond",włóczęga
wagar,"(v, 1)",wander,wędrować
wagi,(adj),vague,"mglisty, nieokreślony"
wagina,(f),vagina,pochwa
wagon,(m),wagon,wagon
wakaceń,(f),vacation,"wakacje, urlop"
wal,(f),valley,dolina
walany,(adj),lower,dolny
wale,"(v, 7)",it is worth,warto
walidy,(adj),valid,ważny (przed datą ważności)
wał,(m),rampart,wał
wałórz,(m),value,wartość
wanieszczer,"(v, 8)",disappear,znikać
wanila,(f),vanilla,wanilia
wany,(adj),vane,próżny
wańtać,(f),vanity,próżność
warcyca,(f),nettle,pokrzywa
warna,(f),jar,słoik
wars,(m),bear,niedźwiedź
warsiniany,(f),from Warsina (Warsaw),warsiński (warszawski)
wartyć,(f),virtue,cnota
"warzacie, -tór",(m.pl.),"diverse, miscellaneous","pozostałe, różne, rozmaite"
warzaty,(adj),"varied, colourful",różnorodny
"waz, -ie",(n),vase,wazon
wazał,(m),vassal,wasal
wąbra,(f),shadow,cień
wądź,(adv),where,gdzie
wądźkąk,(adv),"whereever, anywhere",gdziekolwiek
"wąg, węgie",(m),nail,paznokieć
wągła,(f),claw,pazur
wąkieł,(m),uncle,wuj
wąt,(m),vomit,wymioty
wątar,"(v, 7)",vomit,wymiotować
wcielzabły,(adj),useful,użyteczny
wcielzar,"(v, 1)","use, make use of",używać
wcielzatórz,(m),user,użytkownik
wciół,(m),calf,cielę
Wened,(m),Vened (m.),Wened
Weneda,(f),Veneda,Weneda
wenedki,(adj),Venedic,wenedycki
wenedyctać,(f),Venedic-ness,wenedyckość
"wenedyk, -dku",(n),Wenedyk (language),Wenedyk (język)
Wenedzica,(f),Vened (f.),Wenedka
wertykały,(adj),vertical,pionowy
wesoły,(adj),happy,wesoły
wetniar,"(v, irr.)",hold,trzymać
węblik,(m),navel,pępek
węblikały,(adj),"navel, umbilical",pępowy
węcza,(f),uncia (2.54 cm),"uncia (2,54 cm)"
węda,(f),wave,fala
whisky,(m),whiskey,whiskey
wicala,(n.pl.),victuals,wiktuały
wice-,(prefix),vice-,wice-
wicurza,(f),victory,zwycięstwo
wiczyn,(m),neighbour (m),sąsiad
wiczyna,(f),neighbour (f),sąsiadka
wiczynia,(f),vicinity,osiedle
wideo,(n),video,video
widziar,"(v, 4)",see,widzieć
wiecieśmy,(adj),oldest (superlative of wiekły),najstarszy
wiecz,(f),time,raz
wiedzwa,(f),widow,wdowa
wiedźma,(f),witch,wiedźma
wiejkieł,(n),vehicle,"wóz, pojazd"
wiekieltać,(f),"aging, old age",starość
wiekłaszczer,"(v, 8)",grow old,starzeć się
wiekły,(adj),old,stary
wieniaraceń,(f),"esteem, respect",szacunek
wierdzarz,(n),orchard,sad
wierdzi,(adj),green,zielony
wierkędy,(adj),shy,"zawstydzony, wstydliwy"
wierkędza,(f),shyness,wstydliwość
wiersz,(m),poem,wiersz
wierz,(m),swine,"dzik, świnia"
wierzewkar,"(v, 1)",verify,"weryfikować, sprawdzać"
wierzgła,(f),comma,przecinek
"wierżeń, -żnie",(f),virgin,dziewica
wieszczerzy,(adj),older (comparative of wiekły),starszy
wieszpa,(f),wasp,osa
wieścier,"(v, 5)",dress,ubierać
wieść,(f),clothes,ubranie
wietrzy,(adj),glass,szklany
wietrzyk,(m),glass,szklanka
wiewierzyca,(f),squirrel,wiewiórka
wieżłar sem,"(v, 1)","watch over, guard",czuwać nad
wieżłatórz,(m),alarm clock,budzik
więczer,"(v, 7)",win,zwyciężyć
więdkaceń,(f),revenge,zemsta
więdkar,"(v, 1)",avenge,zemścić się
więdzier,"(v, 7)",sell,sprzedawać
więkieł,(n),belt,pasek
więt,(m),wind,wiatr
więterz,(m),belly,brzuch
wijaśmy,(num),twentieth,dwudziesty
wijatek,(n),journey,podróż
wijatkar,"(v, 1)",travel,podróżować
wijatórz,(m),traveller,podróżnik
wijęć,(num),twenty,dwadzieścia
wijolęca,(f),violence,gwałt
wijolęci,(adj),violent,gwałtowny
wijołar,"(v, 1)","rape, violate",zgwałcić
wikądź,(adv),everywhere,wszędzie
wikieł,(m),village,"wieś, wioska"
wila,(f),Christmas Eve,Wigilia
wiltać,(f),cheapness,taniość
wiła,(f),farm,rolnictwo
wiły,(adj),cheap,tani
win,(n),wine,wino
wiody,(adj),empty,pusty
wiolina,(f),violin,skrzypce
wiolonczela,(f),cello,wiolonczela
wioła,(f),viola,altówka
"wiołamię, -mnie",(n),"garment, dress",suknia
wiołamnik,(n),dress,sukienka
wiołuctać,(f),speed,szybkość
wiołuczy,(adj),fast,szybki
wiona,(f),vein,żyła
wiortablemięć,(adv),"really, truly",naprawdę
wiortabły,(f),real,prawdziwy
wiortać,(f),truth,prawda
wiory,(adj),true; real,prawdziwy
wiotr,(n),glass,szkło
wiódtać,(f),emptiness,pustka
wiół,(m),sail,żagiel
wipra,(f),adder,żmija
wirar,"(v, 1)","whirl, spin around",wirować
wirtuały,(adj),virtual,wirtualny
wirtuoz,(m),virtuoso,wirtuoz
wista,(f),view,widok
wistar,"(v, 1)",visit,"nawiedzać, odwiedzać"
wita,(f),life,życie
witały,(adj),lively,żywy
witamina,(f),vitamine,witamina
witopic,(m),curriculum vitae,życiorys
wiwier,"(v, 7)",live,zyć
wiza,(f),"manner, way",sposób
wizar,"(v, 1)",visit,odwiedzać
wizyta,(f),visit,wizyta
wiżyblemięć,(adv),"apparently, obviously",widocznie
wiżybły,(adj),visible,widoczny
wlar,"(v, irr.)",want,chcieć
włątać,(f),will,wola
włątarz,(m),volunteer,ochotnik
włątarzy,(adj),voluntary,dobrowolny
włograr,"(v, 1)",smell,pachnąć
włoma,(f),flame,"flama, płomień"
włomar,"(v, 1)","burn, be on fire",płonąć
włomarzy,(adj),fierce,"srogi, zagorzały"
włożół,(n),whip,bicz
"włuw, -ie",(m),stream,strumień
włydy,(adj),fluent,płynny
włyjer,"(v, 7)",stream,"płynąć, spływać"
"włymię, -mnie",(n),river,rzeka
wmiecier,"(v, irr.)",omit,omijać
wnaceń,(f),hunting,polowanie
wnar,"(v, 1)",hunt,polować
wnatórz,(m),hunter,myśliwy
wniastra,(f),window,okno
wnier,"(v, irr.)",come,przychodzić
wnierabły,(adj),venerable,czcigodny
wnierdzej,(m),Friday,piątek
wojna,(f),sheath,pochwa
wokabłarz,(n),vocabulary,słownictwo
wokal,(f),vowel,samogłoska
wokar,"(v, 1)",call,"zwać, nazywać"
wol,(f),valley,dolina
wolkąk,(conj),although,"chociaż, aczkolwiek"
wołar,"(v, 1)",fly,"latać, lecieć"
wołyta,(f),round,przewrot
wołytar,"(v, 1)",roll,"obracać się, toczyć się"
womień,(m),human being,człowiek
worza,(f),tempest,burza
wostar,"(v, 1)","damage, destroy",popsuć
wostry,(pron.poss.),your (pl.),wasz
woszka,(f),cow,krowa
wot,(n),vote,głos
wotar,"(v, 1)",vote,głosować
wól,(conj),"although, though","chociaż, choć"
wół,(m),flight,lot
wółćmy,(adj),last,ostatni
wółg,(m),vulgus,"pospólstwo, motłoch"
wółgarzy,(adj),vulgar,wulgarny
wółkan,(m),volcano,wulkan
wółna,(f),ulna (60.96 cm),"ulna (60,96 cm)"
wółniorar,"(v, 1)",wound,ranić
"wółnu, -nrze",(n),wound,rana
wółp,(f),fox,lis
wółtać,(f),"bliss, lust","pożądliwość, rozkosz"
wółtrz,(m),vulture,gryf
wółtuzy,(adj),voluptuous,"lubieżny, rozkoszny"
wpunier (pp. wpusty),"(v, 7)","bar, block","zastawiać, blokować"
wrażeń,(f),"valiant virgin, female warrior","wojowniczka, waleczna dziewica"
wrzecielzaceń,(f),fertlization,zapłodzenie
wrzecielzar,"(v, 1)",fertilize,"zapłodnić, użyźniać"
wrzecier,"(v, 7)",return,wracać
wrzeciltać,(f),fertility,płodność
wrzeciły,(adj),fertile,płodny
wrzekar,"(v, 1)",rub,"trzeć, ocierać"
"wrzemię, -mnie",(n),worm,robak
wrzepa,(f),"boner, hard-on",fallus
wrzeski,(adj),fresh,świeży
wrzewier,"(v, 7)",boil,"gotować się, wrzeć"
wrzewięci,(adj),fervent,żarliwy
wrzon,(n),bit (of a horse),"uzda, kiełzno"
wrzydy,(adj),cold,zimny
wrzygórz,(m),cold,zimno
wrzyżer,"(v, 7)",fry,smażyć
wstryjer,"(v, 7)","block, obstruct","blokować, tarasować"
wścinar sie,"(v, 1)","hurry, be in a -",śpieszyć się
wścinaty,(adj),"hurry, in a -","pochopny, w pośpiechu"
wśrewar,"(v, 1)",observe,"obserwować, upatrywać"
"wu (wosz, wów, wosz)",(pron.pers.),you (pl.),wy
wucz,(f),voice,głos
wukały,(adj),"spoken, vocal","wokalny, na głos"
wycięźla,(n.pl.),utensils,narzędzia
wymany,(adj),human,ludzki
wymańtać,(f),humanity,ludzkość
wymórz,(m),"humour, mood",nastrój
"wyn, wyna",(num),one,jeden
wynałtru,(pron.rec.),each other,nawzajem
wyniewkaceń,(f),unification,zjednoczenie
wyniewkar,"(v, 1)",unite,zjednoczyć
wynociępralemięć,(adv),at the same time,jednocześnie
wynokron,(m),unicorn,jednorożec
wynsprzedczy,(num),eleven,jedenaście
wynsprzedzieśmy,(num),eleventh,jedenasty
wyńtać,(f),unity,jedność
wyszek,(conj),as long as,dopóki
"wywierz, -wrze",(f),woman's breast,pierś kobieca
wyzerarz,(m),usurer,lichwiarz
z,(prep +1),under (direction); (prep +2)  under (location),pod
z: z setu,(adv),underneath,pod spodem
za,(prep +2),out of,z
zajętar,(prep +2),from between,spomiędzy
zamiedz,(prep +2),from amidst,spośród
"zamię, -mnie",(n),inquiry,badanie
zamnar,"(v, 1)",inquire,badać
zamnatórz,(m),investigator,badacz
zaniętra,(adv),from the inside,z wnętrza
zanowu,(adv),again,znowu
zapas,(m),deposit,zapas
zapo,(prep +2),from behind,zza
zaprze,(prep +2),from before,sprzed
zasem,(prep +2),from above,znad
zaz,(prep +2),from under,spod
zbiec,(m),subject,przedmiot
zbliniar,"(v, 2)",underline,podkreślać
zbrzosar,"(v, 1)",push down,spychać
zdar sie,"(v, irr.)",surrender,poddawać się
zebdamięć,(adv),suddenly,nagle
zebdy,(adj),sudden,nagły
zero,(num),zero,zero
zeskrzywier (perf. -skrzypszy),"(v, 7)",subscribe; sign,podpisać
zestęca,(f),substance,substancja
zestęcały,(adj),substantial,istotny
zestęciwnik,(m),"substantive, noun",rzeczownik
ześcietyjer,"(v, 7)",replace,zastępować
ześpieceń,(f),mistrust,podejrzenie
ześpieczer,"(v, 7)",suspect,podejrzewać
ześpieczuzy,(adj),suspicious,podejrzliwy
ześpierar,"(v, 1)",sigh,wzdychać
ześpiędzier,"(v, 7)",suspend,zawieszać; powieszać
zetniar,"(v, irr.)",sustain,utrzymywać
zetrar,(v. irr.),pull down,ściągać
ziądź,(adv),whence,skąd
ziądźkąk,(adv),from anywhere,skądkolwiek
ziętra,(prep +1),outside,zewnątrz
ziołuzy,(adj),jealous,zazdrosny
ziołuża,(f),jealousy,zazdrość
zistar,"(v, 1)",exist,istnieć
ziścięca,(f),existence,istota
ziścięcały,(adj),existential,istotny
zjardziar,"(v, 4)",burn down,spalać
zjąd,(n),exit,wyjście
zjer,"(v, irr.)",leave,"wychodzić, wyjść"
złaczrar,"(v, 1)","tear out, rip out","wyrwać, wydrzeć"
złasar,"(v, 1)","flush, drain away","spuszczać, wylewać"
złążar,"(v, 2)",prolong,przedłużyć
złowurar,"(v, 1)",work out,wypracować
zmiecier,"(v, irr.)",submit,"składać, przedkładać"
zmoniar,"(v, 3)",suggest,sugerować
zmrzeżer,"(v, 7)","plunge, immerse",utopić
zmrzeżer: zmrzeżer sie,,drown,"utopić się, utonąć"
zocemięć,(adv),"right, exactly","słusznie, właśnie"
zocy,(adj),"right, exact","dokładny, słuszny"
zona,(f),zone,zona
zoo,(m),zoo,zoo
zoologia,(f),zoology,zoologia
